JobNumber,Period,BudgetHours,BudgetDollars,fica,futa,suta,WorkmansCompensation,Medicare
1003,1,2016.0000,17715.6000,1098.3000,106.2600,731.6400,877.5900,257.0400
1003,2,2016.0000,17715.6000,1098.3000,106.2600,731.6400,877.5900,257.0400
1003,3,2208.0000,19402.8000,1202.9000,116.3800,801.3200,961.1700,281.5200
1003,4,2016.0000,17715.6000,1098.3000,106.2600,731.6400,877.5900,257.0400
1003,5,1936.0000,17608.8000,1091.6400,105.6000,727.3200,872.3000,255.4200
1003,6,1936.0000,17608.8000,1091.6400,105.6000,727.3200,872.3000,255.4200
1003,7,1848.0000,16808.4000,1042.0200,100.8000,694.2600,832.6500,243.8100
1003,8,2024.0000,18409.2000,1141.2600,110.4000,760.3800,911.9500,267.0300
1003,9,1936.0000,17608.8000,1091.6400,105.6000,727.3200,872.3000,255.4200
1003,10,1680.0000,15388.8000,954.0300,92.4000,635.4600,762.3000,223.2300
1003,11,1760.0000,16121.6000,999.4600,96.8000,665.7200,798.6000,233.8600
1003,12,1760.0000,16121.6000,999.4600,96.8000,665.7200,798.6000,233.8600
1007,1,63.0000,535.5000,33.1800,3.1500,24.3600,26.4600,7.9800
1007,2,63.0000,535.5000,33.1800,3.1500,24.3600,26.4600,7.9800
1007,3,69.0000,586.5000,36.3400,3.4500,26.6800,28.9800,8.7400
1007,4,63.0000,535.5000,33.1800,3.1500,24.3600,26.4600,7.9800
1007,5,66.0000,561.0000,34.7600,3.3000,25.5200,27.7200,8.3600
1007,6,66.0000,561.0000,34.7600,3.3000,25.5200,27.7200,8.3600
1007,7,63.0000,535.5000,33.1800,3.1500,24.3600,26.4600,7.9800
1007,8,69.0000,586.5000,36.3400,3.4500,26.6800,28.9800,8.7400
1007,9,66.0000,561.0000,34.7600,3.3000,25.5200,27.7200,8.3600
1007,10,63.0000,535.5000,33.1800,3.1500,24.3600,26.4600,7.9800
1007,11,66.0000,561.0000,34.7600,3.3000,25.5200,27.7200,8.3600
1007,12,66.0000,561.0000,34.7600,3.3000,25.5200,27.7200,8.3600
1008,1,84.0000,714.0000,44.3100,4.2000,29.4000,35.2800,10.5000
1008,2,84.0000,714.0000,44.3100,4.2000,29.4000,35.2800,10.5000
1008,3,92.0000,782.0000,48.5300,4.6000,32.2000,38.6400,11.5000
1008,4,84.0000,714.0000,44.3100,4.2000,29.4000,35.2800,10.5000
1008,5,88.0000,748.0000,46.4200,4.4000,30.8000,36.9600,11.0000
1008,6,88.0000,748.0000,46.4200,4.4000,30.8000,36.9600,11.0000
1008,7,84.0000,714.0000,44.3100,4.2000,29.4000,35.2800,10.5000
1008,8,92.0000,782.0000,48.5300,4.6000,32.2000,38.6400,11.5000
1008,9,88.0000,748.0000,46.4200,4.4000,30.8000,36.9600,11.0000
1008,10,84.0000,714.0000,44.3100,4.2000,29.4000,35.2800,10.5000
1008,11,88.0000,748.0000,46.4200,4.4000,30.8000,36.9600,11.0000
1008,12,88.0000,748.0000,46.4200,4.4000,30.8000,36.9600,11.0000
1009,1,42.0000,357.0000,22.0500,2.1000,16.3800,17.6400,5.2500
1009,2,42.0000,357.0000,22.0500,2.1000,16.3800,17.6400,5.2500
1009,3,46.0000,391.0000,24.1500,2.3000,17.9400,19.3200,5.7500
1009,4,42.0000,357.0000,22.0500,2.1000,16.3800,17.6400,5.2500
1009,5,44.0000,374.0000,23.1000,2.2000,17.1600,18.4800,5.5000
1009,6,44.0000,374.0000,23.1000,2.2000,17.1600,18.4800,5.5000
1009,7,42.0000,357.0000,22.0500,2.1000,16.3800,17.6400,5.2500
1009,8,46.0000,391.0000,24.1500,2.3000,17.9400,19.3200,5.7500
1009,9,44.0000,374.0000,23.1000,2.2000,17.1600,18.4800,5.5000
1009,10,42.0000,357.0000,22.0500,2.1000,16.3800,17.6400,5.2500
1009,11,44.0000,374.0000,23.1000,2.2000,17.1600,18.4800,5.5000
1009,12,44.0000,374.0000,23.1000,2.2000,17.1600,18.4800,5.5000
1010,1,126.0000,1071.0000,66.3600,6.5100,44.3100,53.1300,15.3300
1010,2,126.0000,1071.0000,66.3600,6.5100,44.3100,53.1300,15.3300
1010,3,138.0000,1173.0000,72.6800,7.1300,48.5300,58.1900,16.7900
1010,4,126.0000,1071.0000,66.3600,6.5100,44.3100,53.1300,15.3300
1010,5,132.0000,1122.0000,69.5200,6.8200,46.4200,55.6600,16.0600
1010,6,132.0000,1122.0000,69.5200,6.8200,46.4200,55.6600,16.0600
1010,7,126.0000,1071.0000,66.3600,6.5100,44.3100,53.1300,15.3300
1010,8,138.0000,1173.0000,72.6800,7.1300,48.5300,58.1900,16.7900
1010,9,132.0000,1122.0000,69.5200,6.8200,46.4200,55.6600,16.0600
1010,10,126.0000,1071.0000,66.3600,6.5100,44.3100,53.1300,15.3300
1010,11,132.0000,1122.0000,69.5200,6.8200,46.4200,55.6600,16.0600
1010,12,132.0000,1122.0000,69.5200,6.8200,46.4200,55.6600,16.0600
1011,1,42.0000,357.0000,22.0500,2.1000,16.3800,17.6400,5.2500
1011,2,42.0000,357.0000,22.0500,2.1000,16.3800,17.6400,5.2500
1011,3,46.0000,391.0000,24.1500,2.3000,17.9400,19.3200,5.7500
1011,4,42.0000,357.0000,22.0500,2.1000,16.3800,17.6400,5.2500
1011,5,44.0000,374.0000,23.1000,2.2000,17.1600,18.4800,5.5000
1011,6,44.0000,374.0000,23.1000,2.2000,17.1600,18.4800,5.5000
1011,7,42.0000,357.0000,22.0500,2.1000,16.3800,17.6400,5.2500
1011,8,46.0000,391.0000,24.1500,2.3000,17.9400,19.3200,5.7500
1011,9,44.0000,374.0000,23.1000,2.2000,17.1600,18.4800,5.5000
1011,10,42.0000,357.0000,22.0500,2.1000,16.3800,17.6400,5.2500
1011,11,44.0000,374.0000,23.1000,2.2000,17.1600,18.4800,5.5000
1011,12,44.0000,374.0000,23.1000,2.2000,17.1600,18.4800,5.5000
1012,1,105.0000,892.5000,55.2300,5.2500,40.7400,44.1000,13.2300
1012,2,105.0000,892.5000,55.2300,5.2500,40.7400,44.1000,13.2300
1012,3,115.0000,977.5000,60.4900,5.7500,44.6200,48.3000,14.4900
1012,4,105.0000,892.5000,55.2300,5.2500,40.7400,44.1000,13.2300
1012,5,110.0000,935.0000,57.8600,5.5000,42.6800,46.2000,13.8600
1012,6,110.0000,935.0000,57.8600,5.5000,42.6800,46.2000,13.8600
1012,7,105.0000,892.5000,55.2300,5.2500,40.7400,44.1000,13.2300
1012,8,115.0000,977.5000,60.4900,5.7500,44.6200,48.3000,14.4900
1012,9,110.0000,935.0000,57.8600,5.5000,42.6800,46.2000,13.8600
1012,10,105.0000,892.5000,55.4400,5.4600,36.9600,44.3100,12.6000
1012,11,110.0000,935.0000,58.0800,5.7200,38.7200,46.4200,13.2000
1012,12,110.0000,935.0000,58.0800,5.7200,38.7200,46.4200,13.2000
1025,1,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
1025,2,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
1025,3,184.0000,1564.0000,97.0600,9.4300,71.5300,77.5100,22.5400
1025,4,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
1025,5,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
1025,6,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
1025,7,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
1025,8,184.0000,1564.0000,97.0600,9.4300,71.5300,77.5100,22.5400
1025,9,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
1025,10,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
1025,11,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
1025,12,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
1027,1,42.0000,357.0000,22.0500,2.1000,16.3800,17.6400,5.2500
1027,2,42.0000,357.0000,22.0500,2.1000,16.3800,17.6400,5.2500
1027,3,46.0000,391.0000,24.1500,2.3000,17.9400,19.3200,5.7500
1027,4,42.0000,357.0000,22.0500,2.1000,16.3800,17.6400,5.2500
1027,5,44.0000,374.0000,23.1000,2.2000,17.1600,18.4800,5.5000
1027,6,44.0000,374.0000,23.1000,2.2000,17.1600,18.4800,5.5000
1027,7,42.0000,357.0000,22.0500,2.1000,16.3800,17.6400,5.2500
1027,8,46.0000,391.0000,24.1500,2.3000,17.9400,19.3200,5.7500
1027,9,44.0000,374.0000,23.1000,2.2000,17.1600,18.4800,5.5000
1027,10,42.0000,357.0000,22.0500,2.1000,16.3800,17.6400,5.2500
1027,11,44.0000,374.0000,23.1000,2.2000,17.1600,18.4800,5.5000
1027,12,44.0000,374.0000,23.1000,2.2000,17.1600,18.4800,5.5000
1032,1,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
1032,2,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
1032,3,184.0000,1564.0000,97.0600,9.4300,71.5300,77.5100,22.5400
1032,4,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
1032,5,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
1032,6,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
1032,7,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
1032,8,184.0000,1564.0000,97.0600,9.4300,71.5300,77.5100,22.5400
1032,9,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
1032,10,252.0000,2142.0000,132.7200,12.8100,88.4100,106.0500,31.2900
1032,11,264.0000,2244.0000,139.0400,13.4200,92.6200,111.1000,32.7800
1032,12,264.0000,2244.0000,139.0400,13.4200,92.6200,111.1000,32.7800
1033,1,676.0000,5746.0000,356.3800,34.5200,262.7100,284.6800,83.2300
1033,2,676.0000,5746.0000,356.3800,34.5200,262.7100,284.6800,83.2300
1033,3,728.0000,6188.0000,383.7900,37.1700,282.9200,306.5800,89.6400
1033,4,676.0000,5746.0000,356.3800,34.5200,262.7100,284.6800,83.2300
1033,5,704.0000,5984.0000,371.1400,35.9500,273.5900,296.4700,86.6800
1033,6,700.0000,5950.0000,369.0300,35.7400,272.0400,294.7900,86.1900
1033,7,676.0000,5746.0000,356.3800,34.5200,262.7100,284.6800,83.2300
1033,8,740.0000,6290.0000,390.1200,37.7900,287.5800,311.6300,91.1100
1033,9,700.0000,5950.0000,369.0300,35.7400,272.0400,294.7900,86.1900
1033,10,718.0000,6103.0000,378.4700,36.6600,252.0600,302.4900,88.4400
1033,11,748.0000,6358.0000,394.2800,38.1900,262.5900,315.1300,92.1400
1033,12,744.0000,6324.0000,392.1800,37.9900,261.1900,313.4400,91.6400
1034,1,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
1034,2,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
1034,3,184.0000,1564.0000,97.0600,9.4300,71.5300,77.5100,22.5400
1034,4,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
1034,5,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
1034,6,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
1034,7,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
1034,8,184.0000,1564.0000,97.0600,9.4300,71.5300,77.5100,22.5400
1034,9,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
1034,10,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
1034,11,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
1034,12,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
1035,1,84.0000,714.0000,44.3100,4.2000,32.5500,35.2800,10.5000
1035,2,84.0000,714.0000,44.3100,4.2000,32.5500,35.2800,10.5000
1035,3,92.0000,782.0000,48.5300,4.6000,35.6500,38.6400,11.5000
1035,4,84.0000,714.0000,44.3100,4.2000,32.5500,35.2800,10.5000
1035,5,88.0000,748.0000,46.4200,4.4000,34.1000,36.9600,11.0000
1035,6,88.0000,748.0000,46.4200,4.4000,34.1000,36.9600,11.0000
1035,7,84.0000,714.0000,44.3100,4.2000,32.5500,35.2800,10.5000
1035,8,92.0000,782.0000,48.5300,4.6000,35.6500,38.6400,11.5000
1035,9,84.0000,714.0000,44.3100,4.2000,32.5500,35.2800,10.5000
1035,10,88.0000,748.0000,46.4200,4.4000,34.1000,36.9600,11.0000
1035,11,88.0000,748.0000,46.4200,4.4000,34.1000,36.9600,11.0000
1035,12,88.0000,748.0000,46.4200,4.4000,34.1000,36.9600,11.0000
1037,1,63.0000,535.5000,33.1800,3.1500,24.3600,26.4600,7.9800
1037,2,63.0000,535.5000,33.1800,3.1500,24.3600,26.4600,7.9800
1037,3,69.0000,586.5000,36.3400,3.4500,26.6800,28.9800,8.7400
1037,4,63.0000,535.5000,33.1800,3.1500,24.3600,26.4600,7.9800
1037,5,66.0000,561.0000,34.7600,3.3000,25.5200,27.7200,8.3600
1037,6,66.0000,561.0000,34.7600,3.3000,25.5200,27.7200,8.3600
1037,7,63.0000,535.5000,33.1800,3.1500,24.3600,26.4600,7.9800
1037,8,69.0000,586.5000,36.3400,3.4500,26.6800,28.9800,8.7400
1037,9,66.0000,561.0000,34.7600,3.3000,25.5200,27.7200,8.3600
1037,10,63.0000,535.5000,33.1800,3.1500,24.3600,26.4600,7.9800
1037,11,66.0000,561.0000,34.7600,3.3000,25.5200,27.7200,8.3600
1037,12,66.0000,561.0000,34.7600,3.3000,25.5200,27.7200,8.3600
1041,1,73.5000,624.7500,38.8500,3.7800,25.8300,30.8700,9.0300
1041,2,73.5000,624.7500,38.8500,3.7800,25.8300,30.8700,9.0300
1041,3,80.5000,684.2500,42.5500,4.1400,28.2900,33.8100,9.8900
1041,4,73.5000,624.7500,38.8500,3.7800,25.8300,30.8700,9.0300
1041,5,77.0000,654.5000,40.7000,3.9600,27.0600,32.3400,9.4600
1041,6,77.0000,654.5000,40.7000,3.9600,27.0600,32.3400,9.4600
1041,7,73.5000,624.7500,38.8500,3.7800,25.8300,30.8700,9.0300
1041,8,80.5000,684.2500,42.5500,4.1400,28.2900,33.8100,9.8900
1041,9,77.0000,654.5000,40.7000,3.9600,27.0600,32.3400,9.4600
1041,10,73.5000,624.7500,38.8500,3.7800,25.8300,30.8700,9.0300
1041,11,77.0000,654.5000,40.7000,3.9600,27.0600,32.3400,9.4600
1041,12,77.0000,654.5000,40.7000,3.9600,27.0600,32.3400,9.4600
1051,1,430.5000,4047.7500,250.9500,24.3600,167.1600,200.5500,58.5900
1051,2,430.5000,4047.7500,250.9500,24.3600,167.1600,200.5500,58.5900
1051,3,471.5000,4433.2500,274.8500,26.6800,183.0800,219.6500,64.1700
1051,4,430.5000,4047.7500,250.9500,24.3600,167.1600,200.5500,58.5900
1051,5,451.0000,4240.5000,262.9000,25.5200,175.1200,210.1000,61.3800
1051,6,451.0000,4240.5000,262.9000,25.5200,175.1200,210.1000,61.3800
1051,7,430.5000,4047.7500,250.9500,24.3600,167.1600,200.5500,58.5900
1051,8,471.5000,4433.2500,274.8500,26.6800,183.0800,219.6500,64.1700
1051,9,451.0000,4240.5000,262.9000,25.5200,175.1200,210.1000,61.3800
1051,10,430.5000,4047.7500,250.9500,24.3600,167.1600,200.5500,58.5900
1051,11,451.0000,4240.5000,262.9000,25.5200,175.1200,210.1000,61.3800
1051,12,451.0000,4240.5000,262.9000,25.5200,175.1200,210.1000,61.3800
1053,1,441.0000,3748.5000,232.4700,22.4700,171.3600,185.6400,54.3900
1053,2,441.0000,3748.5000,232.4700,22.4700,171.3600,185.6400,54.3900
1053,3,483.0000,4105.5000,254.6100,24.6100,187.6800,203.3200,59.5700
1053,4,441.0000,3748.5000,232.4700,22.4700,171.3600,185.6400,54.3900
1053,5,462.0000,3927.0000,243.5400,23.5400,179.5200,194.4800,56.9800
1053,6,462.0000,3927.0000,243.5400,23.5400,179.5200,194.4800,56.9800
1053,7,441.0000,3748.5000,232.4700,22.4700,171.3600,185.6400,54.3900
1053,8,483.0000,4105.5000,254.6100,24.6100,187.6800,203.3200,59.5700
1053,9,462.0000,3927.0000,243.5400,23.5400,179.5200,194.4800,56.9800
1053,10,441.0000,3748.5000,232.4700,22.4700,171.3600,185.6400,54.3900
1053,11,462.0000,3927.0000,243.5400,23.5400,179.5200,194.4800,56.9800
1053,12,462.0000,3927.0000,243.5400,23.5400,179.5200,194.4800,56.9800
1055,1,57.0000,484.5000,29.9500,2.8500,22.1800,23.9400,7.1500
1055,2,54.0000,459.0000,28.3700,2.7000,21.0200,22.6800,6.7700
1055,3,58.0000,493.0000,30.4700,2.9000,22.5800,24.3600,7.2700
1055,4,57.0000,484.5000,29.9500,2.8500,22.1800,23.9400,7.1500
1055,5,56.0000,476.0000,29.4200,2.8000,21.8000,23.5200,7.0200
1055,6,56.0000,476.0000,29.4200,2.8000,21.8000,23.5200,7.0200
1055,7,57.0000,484.5000,29.9500,2.8500,22.1800,23.9400,7.1500
1055,8,58.0000,493.0000,30.4700,2.9000,22.5800,24.3600,7.2700
1055,9,56.0000,476.0000,29.4200,2.8000,21.8000,23.5200,7.0200
1055,10,57.0000,484.5000,29.9500,2.8500,22.1800,23.9400,7.1500
1055,11,56.0000,476.0000,29.4200,2.8000,21.8000,23.5200,7.0200
1055,12,59.0000,501.5000,31.0000,2.9500,22.9600,24.7800,7.4000
1056,1,84.0000,714.0000,44.3100,4.2000,32.5500,35.2800,10.5000
1056,2,84.0000,714.0000,44.3100,4.2000,32.5500,35.2800,10.5000
1056,3,92.0000,782.0000,48.5300,4.6000,35.6500,38.6400,11.5000
1056,4,84.0000,714.0000,44.3100,4.2000,32.5500,35.2800,10.5000
1056,5,84.0000,714.0000,44.3100,4.2000,32.5500,35.2800,10.5000
1056,6,88.0000,748.0000,46.4200,4.4000,34.1000,36.9600,11.0000
1056,7,80.0000,680.0000,42.2000,4.0000,31.0000,33.6000,10.0000
1056,8,92.0000,782.0000,48.5300,4.6000,35.6500,38.6400,11.5000
1056,9,84.0000,714.0000,44.3100,4.2000,32.5500,35.2800,10.5000
1056,10,84.0000,714.0000,44.3100,4.2000,32.5500,35.2800,10.5000
1056,11,84.0000,714.0000,44.3100,4.2000,32.5500,35.2800,10.5000
1056,12,84.0000,714.0000,44.3100,4.2000,32.5500,35.2800,10.5000
1057,1,441.0000,3958.5000,245.4900,23.7300,180.8100,196.1400,57.3300
1057,2,441.0000,3958.5000,245.4900,23.7300,180.8100,196.1400,57.3300
1057,3,483.0000,4335.5000,268.8700,25.9900,198.0300,214.8200,62.7900
1057,4,441.0000,3958.5000,245.4900,23.7300,180.8100,196.1400,57.3300
1057,5,462.0000,4147.0000,257.1800,24.8600,189.4200,205.4800,60.0600
1057,6,462.0000,4147.0000,257.1800,24.8600,189.4200,205.4800,60.0600
1057,7,441.0000,3958.5000,245.4900,23.7300,180.8100,196.1400,57.3300
1057,8,483.0000,4335.5000,268.8700,25.9900,198.0300,214.8200,62.7900
1057,9,462.0000,4147.0000,257.1800,24.8600,189.4200,205.4800,60.0600
1057,10,441.0000,3958.5000,245.4900,23.7300,180.8100,196.1400,57.3300
1057,11,462.0000,4147.0000,257.1800,24.8600,189.4200,205.4800,60.0600
1057,12,462.0000,4147.0000,257.1800,24.8600,189.4200,205.4800,60.0600
1058,1,672.0000,4620.0000,286.4400,27.7200,211.0500,228.9000,66.9900
1058,2,672.0000,4620.0000,286.4400,27.7200,211.0500,228.9000,66.9900
1058,3,736.0000,5060.0000,313.7200,30.3600,231.1500,250.7000,73.3700
1058,4,672.0000,4620.0000,286.4400,27.7200,211.0500,228.9000,66.9900
1058,5,704.0000,4840.0000,300.0800,29.0400,221.1000,239.8000,70.1800
1058,6,704.0000,4840.0000,300.0800,29.0400,221.1000,239.8000,70.1800
1058,7,672.0000,4620.0000,286.4400,27.7200,211.0500,228.9000,66.9900
1058,8,736.0000,5060.0000,313.7200,30.3600,231.1500,250.7000,73.3700
1058,9,704.0000,4840.0000,300.0800,29.0400,221.1000,239.8000,70.1800
1058,10,672.0000,4620.0000,286.4400,27.7200,211.0500,228.9000,66.9900
1058,11,704.0000,4840.0000,300.0800,29.0400,221.1000,239.8000,70.1800
1058,12,704.0000,4840.0000,300.0800,29.0400,221.1000,239.8000,70.1800
1060,1,147.0000,1249.5000,77.4900,7.5600,57.1200,61.9500,18.0600
1060,2,147.0000,1249.5000,77.4900,7.5600,57.1200,61.9500,18.0600
1060,3,161.0000,1368.5000,84.8700,8.2800,62.5600,67.8500,19.7800
1060,4,147.0000,1249.5000,77.4900,7.5600,57.1200,61.9500,18.0600
1060,5,154.0000,1309.0000,81.1800,7.9200,59.8400,64.9000,18.9200
1060,6,154.0000,1309.0000,81.1800,7.9200,59.8400,64.9000,18.9200
1060,7,147.0000,1249.5000,77.4900,7.5600,57.1200,61.9500,18.0600
1060,8,161.0000,1368.5000,84.8700,8.2800,62.5600,67.8500,19.7800
1060,9,154.0000,1309.0000,81.1800,7.9200,59.8400,64.9000,18.9200
1060,10,147.0000,1249.5000,77.4900,7.5600,57.1200,61.9500,18.0600
1060,11,154.0000,1309.0000,81.1800,7.9200,59.8400,64.9000,18.9200
1060,12,154.0000,1309.0000,81.1800,7.9200,59.8400,64.9000,18.9200
1061,1,315.0000,1926.7500,119.4900,11.5500,87.9900,95.3400,27.9300
1061,2,315.0000,1926.7500,119.4900,11.5500,87.9900,95.3400,27.9300
1061,3,345.0000,2110.2500,130.8700,12.6500,96.3700,104.4200,30.5900
1061,4,315.0000,1926.7500,119.4900,11.5500,87.9900,95.3400,27.9300
1061,5,330.0000,2018.5000,125.1800,12.1000,92.1800,99.8800,29.2600
1061,6,330.0000,2018.5000,125.1800,12.1000,92.1800,99.8800,29.2600
1061,7,315.0000,1926.7500,119.4900,11.5500,87.9900,95.3400,27.9300
1061,8,345.0000,2110.2500,130.8700,12.6500,96.3700,104.4200,30.5900
1061,9,330.0000,2018.5000,125.1800,12.1000,92.1800,99.8800,29.2600
1061,10,294.0000,1816.5000,112.5600,10.7100,74.9700,89.8800,26.6700
1061,11,308.0000,1903.0000,117.9200,11.2200,78.5400,94.1600,27.9400
1061,12,308.0000,1903.0000,117.9200,11.2200,78.5400,94.1600,27.9400
1065,1,73.5000,624.7500,38.8500,3.7800,28.5600,30.8700,9.0300
1065,2,73.5000,624.7500,38.8500,3.7800,28.5600,30.8700,9.0300
1065,3,80.5000,684.2500,42.5500,4.1400,31.2800,33.8100,9.8900
1065,4,73.5000,624.7500,38.8500,3.7800,28.5600,30.8700,9.0300
1065,5,77.0000,654.5000,40.7000,3.9600,29.9200,32.3400,9.4600
1065,6,77.0000,654.5000,40.7000,3.9600,29.9200,32.3400,9.4600
1065,7,73.5000,624.7500,38.8500,3.7800,28.5600,30.8700,9.0300
1065,8,80.5000,684.2500,42.5500,4.1400,31.2800,33.8100,9.8900
1065,9,77.0000,654.5000,40.7000,3.9600,29.9200,32.3400,9.4600
1065,10,73.5000,624.7500,38.8500,3.7800,28.5600,30.8700,9.0300
1065,11,77.0000,654.5000,40.7000,3.9600,29.9200,32.3400,9.4600
1065,12,77.0000,654.5000,40.7000,3.9600,29.9200,32.3400,9.4600
1066,1,1444.5000,12509.2500,775.5400,75.0800,571.6700,619.7500,181.4900
1066,2,1446.0000,12522.0000,776.3300,75.1600,572.2600,620.3900,181.6600
1066,3,1581.5000,13695.7500,849.1000,82.2000,599.6700,678.5100,198.6300
1066,4,1444.5000,12509.2500,775.5400,75.0800,516.6200,619.7100,181.3200
1066,5,1514.5000,13115.2500,813.1100,78.7200,541.6500,649.7300,190.1000
1066,6,1513.0000,13102.5000,812.3200,78.6400,541.1200,649.1000,189.9200
1066,7,1444.5000,12509.2500,775.5400,75.0800,516.6200,619.7100,181.3200
1066,8,1583.0000,13708.5000,849.8900,82.2800,566.1500,679.1200,198.7000
1066,9,1513.0000,13102.5000,812.3200,78.6400,541.1200,649.1000,189.9200
1066,10,1387.2000,11904.6000,738.1100,71.3800,491.6900,0.6300,172.5200
1066,11,1451.4000,12455.7000,772.2800,74.6800,514.4600,0.6600,180.5000
