JobNumber,Period,BudgetHours,BudgetDollars,fica,futa,suta,WorkmansCompensation,Medicare
3029,4,901.5000,6590.2500,408.5800,39.4900,272.1400,326.3800,95.7900
3029,5,920.5000,6800.5000,421.6200,40.7500,280.8300,336.8000,98.8300
3029,6,901.5000,6590.2500,408.5700,39.4900,272.1400,326.3800,95.8000
3029,7,921.0000,6756.0000,418.8600,40.4800,278.9900,334.5900,98.1900
3029,8,936.0000,6883.5000,426.7600,41.2500,284.2500,340.9100,100.0500
3029,9,902.5000,6598.7500,409.1000,39.5400,272.4900,326.8000,95.9200
3029,10,912.5000,6732.5000,417.4000,40.3400,278.0200,333.4300,97.8500
3029,11,908.5000,6649.7500,412.2700,39.8500,274.6000,329.3300,96.6500
3029,12,930.0000,6783.7500,420.5700,40.6500,280.1300,335.9600,98.6100
3031,1,325.5000,2766.7500,171.5700,16.5900,126.4200,137.1300,40.1100
3031,2,325.5000,2766.7500,171.5700,16.5900,126.4200,137.1300,40.1100
3031,3,356.5000,3030.2500,187.9100,18.1700,138.4600,150.1900,43.9300
3031,4,325.5000,2766.7500,171.5700,16.5900,126.4200,137.1300,40.1100
3031,5,341.0000,2898.5000,179.7400,17.3800,132.4400,143.6600,42.0200
3031,6,341.0000,2898.5000,179.7400,17.3800,132.4400,143.6600,42.0200
3031,7,325.5000,2766.7500,171.5700,16.5900,126.4200,137.1300,40.1100
3031,8,356.5000,3030.2500,187.9100,18.1700,138.4600,150.1900,43.9300
3031,9,341.0000,2898.5000,179.7400,17.3800,132.4400,143.6600,42.0200
3031,10,336.0000,2766.7500,171.5700,16.5900,114.2400,137.1300,40.1100
3031,11,352.0000,2898.5000,179.7400,17.3800,119.6800,143.6600,42.0200
3031,12,352.0000,2898.5000,179.7400,17.3800,119.6800,143.6600,42.0200
3033,1,756.0000,7896.0000,489.5100,47.4600,326.1300,391.2300,114.4500
3033,2,756.0000,7896.0000,489.5100,47.4600,326.1300,391.2300,114.4500
3033,3,828.0000,8648.0000,536.1300,51.9800,357.1900,428.4900,125.3500
3033,4,756.0000,7896.0000,489.5100,47.4600,326.1300,391.2300,114.4500
3033,5,792.0000,8272.0000,512.8200,49.7200,341.6600,409.8600,119.9000
3033,6,792.0000,8272.0000,512.8200,49.7200,341.6600,409.8600,119.9000
3033,7,756.0000,7896.0000,489.5100,47.4600,326.1300,391.2300,114.4500
3033,8,828.0000,8648.0000,536.1300,51.9800,357.1900,428.4900,125.3500
3033,9,792.0000,8272.0000,512.8200,49.7200,341.6600,409.8600,119.9000
3033,10,756.0000,7896.0000,489.5100,47.4600,326.1300,391.2300,114.4500
3033,11,792.0000,8272.0000,512.8200,49.7200,341.6600,409.8600,119.9000
3033,12,792.0000,8272.0000,512.8200,49.7200,341.6600,409.8600,119.9000
3034,1,117.0000,994.5000,61.6200,5.9800,41.0800,49.1400,14.5600
3034,2,112.5000,956.2500,59.2500,5.7500,39.5000,47.2500,14.0000
3034,3,121.5000,1032.7500,63.9900,6.2100,42.6600,51.0300,15.1200
3034,4,112.5000,956.2500,59.2500,5.7500,39.5000,47.2500,14.0000
3034,5,121.5000,1032.7500,63.9900,6.2100,42.6600,51.0300,15.1200
3034,6,117.0000,994.5000,61.6200,5.9800,41.0800,49.1400,14.5600
3034,7,117.0000,994.5000,61.6200,5.9800,41.0800,49.1400,14.5600
3034,8,121.5000,1032.7500,63.9900,6.2100,42.6600,51.0300,15.1200
3034,9,117.0000,994.5000,61.6200,5.9800,41.0800,49.1400,14.5600
3034,10,117.0000,994.5000,61.6200,5.9800,41.0800,49.1400,14.5600
3034,11,117.0000,994.5000,61.6200,5.9800,41.0800,49.1400,14.5600
3034,12,117.0000,994.5000,61.6200,5.9800,41.0800,49.1400,14.5600
3036,1,63.0000,535.5000,33.1800,3.1500,24.3600,26.4600,7.9800
3036,2,63.0000,535.5000,33.1800,3.1500,24.3600,26.4600,7.9800
3036,3,69.0000,586.5000,36.3400,3.4500,26.6800,28.9800,8.7400
3036,4,63.0000,535.5000,33.1800,3.1500,24.3600,26.4600,7.9800
3036,5,66.0000,561.0000,34.7600,3.3000,25.5200,27.7200,8.3600
3036,6,66.0000,561.0000,34.7600,3.3000,25.5200,27.7200,8.3600
3036,7,63.0000,535.5000,33.1800,3.1500,24.3600,26.4600,7.9800
3036,8,69.0000,586.5000,36.3400,3.4500,26.6800,28.9800,8.7400
3036,9,66.0000,561.0000,34.7600,3.3000,25.5200,27.7200,8.3600
3036,10,63.0000,535.5000,33.1800,3.1500,24.3600,26.4600,7.9800
3036,11,66.0000,561.0000,34.7600,3.3000,25.5200,27.7200,8.3600
3036,12,66.0000,561.0000,34.7600,3.3000,25.5200,27.7200,8.3600
3037,1,1404.0000,11934.0000,739.9300,71.5100,545.3600,591.2000,173.3500
3037,2,1392.0000,11832.0000,733.6100,70.9000,540.7000,586.1500,171.8600
3037,3,1520.0000,12920.0000,801.0700,77.4200,590.4200,640.0500,187.6600
3037,4,1404.0000,11934.0000,739.9300,71.5100,545.3600,591.2000,173.3500
3037,5,1456.0000,12376.0000,767.3400,74.1600,565.5600,613.1000,179.7600
3037,6,1456.0000,12376.0000,767.3400,74.1600,565.5600,613.1000,179.7600
3037,7,1404.0000,11934.0000,739.9300,71.5100,545.3600,591.2000,173.3500
3037,8,1520.0000,12920.0000,801.0700,77.4200,590.4200,640.0500,187.6600
3037,9,1456.0000,12376.0000,767.3400,74.1600,565.5600,613.1000,179.7600
3037,10,1555.2000,13219.2000,819.5200,79.2800,546.0500,654.8300,191.8300
3037,11,1614.4000,13722.4000,850.7200,82.3000,566.8400,679.7600,199.1200
3037,12,1626.4000,13824.4000,857.0400,82.9100,571.0500,684.8100,200.6100
3038,1,903.0000,8011.5000,496.6500,48.0900,366.0300,396.9000,116.3400
3038,2,903.0000,8011.5000,496.6500,48.0900,366.0300,396.9000,116.3400
3038,3,989.0000,8774.5000,543.9500,52.6700,384.1900,434.7000,127.3200
3038,4,903.0000,8011.5000,496.6500,48.0900,330.9600,396.9000,116.1300
3038,5,946.0000,8393.0000,520.3000,50.3800,346.7200,415.8000,121.6600
3038,6,946.0000,8393.0000,520.3000,50.3800,346.7200,415.8000,121.6600
3038,7,903.0000,8011.5000,496.6500,48.0900,330.9600,396.9000,116.1300
3038,8,989.0000,8774.5000,543.9500,52.6700,362.4800,434.7000,127.1900
3038,9,946.0000,8393.0000,520.3000,50.3800,346.7200,415.8000,121.6600
3038,10,1092.0000,9618.0000,596.4000,57.7500,397.3200,476.4900,139.2300
3038,11,1144.0000,10076.0000,624.8000,60.5000,416.2400,499.1800,145.8600
3038,12,1144.0000,10076.0000,624.8000,60.5000,416.2400,499.1800,145.8600
3039,1,104.0000,884.0000,54.8600,5.3300,40.4300,43.8100,12.7400
3039,2,104.0000,884.0000,54.8600,5.3300,40.4300,43.8100,12.7400
3039,3,104.0000,884.0000,54.8600,5.3300,40.4300,43.8100,12.7400
3039,4,104.0000,884.0000,54.8600,5.3300,40.4300,43.8100,12.7400
3039,5,104.0000,884.0000,54.8600,5.3300,40.4300,43.8100,12.7400
3039,6,104.0000,884.0000,54.8600,5.3300,40.4300,43.8100,12.7400
3039,7,104.0000,884.0000,54.8600,5.3300,40.4300,43.8100,12.7400
3039,8,104.0000,884.0000,54.8600,5.3300,40.4300,43.8100,12.7400
3039,9,104.0000,884.0000,54.8600,5.3300,40.4300,43.8100,12.7400
3039,10,94.4500,802.8700,49.8100,4.8400,33.1300,39.8000,11.5600
3039,11,80.4000,683.4400,42.4000,4.1200,28.2000,33.8800,9.8400
3039,12,94.4500,802.8700,49.8100,4.8400,33.1300,39.8000,11.5600
3040,1,999.0000,8491.5000,526.4200,51.0000,387.9800,420.6300,123.2500
3040,2,1005.0000,8542.5000,529.5800,51.3000,390.3100,423.1500,124.0100
3040,3,1103.0000,9375.5000,581.2200,56.3000,428.3700,464.4100,136.1100
3040,4,999.0000,8491.5000,526.4200,51.0000,387.9800,420.6300,123.2500
3040,5,1054.0000,8959.0000,555.4000,53.8000,409.3400,443.7800,130.0600
3040,6,1054.0000,8959.0000,555.4000,53.8000,409.3400,443.7800,130.0600
3040,7,999.0000,8491.5000,526.4200,51.0000,387.9800,420.6300,123.2500
3040,8,1103.0000,9375.5000,581.2200,56.3000,428.3700,464.4100,136.1100
3040,9,1042.0000,8857.0000,549.0800,53.1900,404.6800,438.7300,128.5700
3040,10,1011.0000,8593.5000,532.7400,51.6100,392.6400,425.6800,124.7400
3040,11,1054.0000,8959.0000,555.4000,53.8000,409.3400,443.7800,130.0600
3040,12,1048.0000,8908.0000,552.2400,53.5000,407.0100,441.2600,129.3000
3042,1,189.0000,1816.5000,112.5600,10.9200,82.9500,89.8800,26.4600
3042,2,189.0000,1816.5000,112.5600,10.9200,82.9500,89.8800,26.4600
3042,3,207.0000,1989.5000,123.2800,11.9600,90.8500,98.4400,28.9800
3042,4,180.0000,1730.0000,107.2000,10.4000,79.0000,85.6000,25.2000
3042,5,207.0000,1989.5000,123.2800,11.9600,90.8500,98.4400,28.9800
3042,6,198.0000,1903.0000,117.9200,11.4400,86.9000,94.1600,27.7200
3042,7,189.0000,1816.5000,112.5600,10.9200,82.9500,89.8800,26.4600
3042,8,207.0000,1989.5000,123.2800,11.9600,90.8500,98.4400,28.9800
3042,9,189.0000,1816.5000,112.5600,10.9200,82.9500,89.8800,26.4600
3042,10,198.0000,1903.0000,117.9200,11.4400,86.9000,94.1600,27.7200
3042,11,198.0000,1903.0000,117.9200,11.4400,86.9000,94.1600,27.7200
3042,12,189.0000,1816.5000,112.5600,10.9200,82.9500,89.8800,26.4600
3043,1,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
3043,2,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
3043,3,184.0000,1564.0000,97.0600,9.4300,71.5300,77.5100,22.5400
3043,4,160.0000,1360.0000,84.4000,8.2000,62.2000,67.4000,19.6000
3043,5,184.0000,1564.0000,97.0600,9.4300,71.5300,77.5100,22.5400
3043,6,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
3043,7,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
3043,8,184.0000,1564.0000,97.0600,9.4300,71.5300,77.5100,22.5400
3043,9,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
3043,10,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
3043,11,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
3043,12,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
3045,1,4608.0000,40176.0000,2490.8900,241.1000,1659.2000,1990.4700,582.5300
3045,2,4560.0000,39768.0000,2465.5900,238.6600,1642.3600,1970.2500,576.6100
3045,3,4976.0000,43400.0000,2690.7700,260.4600,1792.3600,2150.1900,629.2700
3045,4,4584.0000,39972.0000,2478.2400,239.8800,1650.7800,1980.3600,579.5700
3045,5,4584.0000,39972.0000,2478.2400,239.8800,1650.7800,1980.3600,579.5700
3045,6,4768.0000,41584.0000,2578.1800,249.5600,1717.3600,2060.2200,602.9400
3045,7,4400.0000,38360.0000,2378.3000,230.2000,1584.2000,1900.5000,556.2000
3045,8,4976.0000,43400.0000,2690.7700,260.4600,1792.3600,2150.1900,629.2700
3045,9,4560.0000,39768.0000,2465.5900,238.6600,1642.3600,1970.2500,576.6100
3045,10,4608.0000,40176.0000,2490.8900,241.1000,1659.2000,1990.4700,582.5300
3045,11,4560.0000,39768.0000,2465.5900,238.6600,1642.3600,1970.2500,576.6100
3045,12,4584.0000,39972.0000,2478.2400,239.8800,1650.7800,1980.3600,579.5700
3046,1,387.5000,3293.7500,204.1700,19.6900,135.9400,163.1700,47.8600
3046,2,383.5000,3259.7500,202.0600,19.4900,134.5400,161.4900,47.3600
3046,3,418.5000,3557.2500,220.5000,21.2700,146.8200,176.2300,51.6800
3046,4,387.5000,3293.7500,204.1700,19.6900,135.9400,163.1700,47.8600
3046,5,383.5000,3259.7500,202.0600,19.4900,134.5400,161.4900,47.3600
3046,6,401.0000,3408.5000,211.2800,20.3800,140.6800,168.8600,49.5200
3046,7,370.0000,3145.0000,194.9500,18.8000,129.8000,155.8000,45.7000
3046,8,418.5000,3557.2500,220.5000,21.2700,146.8200,176.2300,51.6800
3046,9,383.5000,3259.7500,202.0600,19.4900,134.5400,161.4900,47.3600
3046,10,387.5000,3293.7500,204.1700,19.6900,135.9400,163.1700,47.8600
3046,11,383.5000,3259.7500,202.0600,19.4900,134.5400,161.4900,47.3600
3046,12,387.5000,3293.7500,204.1700,19.6900,135.9400,163.1700,47.8600
4035,1,104.0000,884.0000,54.8600,5.2000,40.3000,43.6800,13.0000
4035,2,100.0000,850.0000,52.7500,5.0000,38.7500,42.0000,12.5000
4035,3,108.0000,918.0000,56.9700,5.4000,41.8500,45.3600,13.5000
4035,4,104.0000,884.0000,54.8600,5.2000,40.3000,43.6800,13.0000
4035,5,104.0000,884.0000,54.8600,5.2000,40.3000,43.6800,13.0000
4035,6,104.0000,884.0000,54.8600,5.2000,40.3000,43.6800,13.0000
4035,7,104.0000,884.0000,54.8600,5.2000,40.3000,43.6800,13.0000
4035,8,108.0000,918.0000,56.9700,5.4000,41.8500,45.3600,13.5000
4035,9,104.0000,884.0000,54.8600,5.2000,40.3000,43.6800,13.0000
4035,10,104.0000,884.0000,54.8600,5.2000,40.3000,43.6800,13.0000
4035,11,104.0000,884.0000,54.8600,5.2000,40.3000,43.6800,13.0000
4035,12,108.0000,918.0000,56.9700,5.4000,41.8500,45.3600,13.5000
4037,1,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
4037,2,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
4037,3,184.0000,1564.0000,97.0600,9.4300,71.5300,77.5100,22.5400
4037,4,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
4037,5,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
4037,6,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
4037,7,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
4037,8,184.0000,1564.0000,97.0600,9.4300,71.5300,77.5100,22.5400
4037,9,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
4037,10,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
4037,11,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
4037,12,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
4040,1,324.0000,2754.0000,170.7100,16.5800,125.7700,136.4600,39.9300
4040,2,324.0000,2754.0000,170.7100,16.5800,125.7700,136.4600,39.9300
4040,3,353.0000,3000.5000,185.9900,18.0600,137.0300,148.6700,43.5100
4040,4,324.0000,2754.0000,170.7100,16.5800,125.7700,136.4600,39.9300
4040,5,337.0000,2864.5000,177.5600,17.2400,130.8200,141.9300,41.5400
4040,6,340.0000,2890.0000,179.1400,17.4000,131.9800,143.2000,41.9000
4040,7,324.0000,2754.0000,170.7100,16.5800,125.7700,136.4600,39.9300
4040,8,353.0000,3000.5000,185.9900,18.0600,137.0300,148.6700,43.5100
4040,9,340.0000,2890.0000,179.1400,17.4000,131.9800,143.2000,41.9000
4040,10,324.0000,2754.0000,170.7100,16.5800,117.2200,136.4600,39.8100
4040,11,337.0000,2864.5000,177.5600,17.2400,118.3400,141.9300,41.3700
4040,12,340.0000,2890.0000,179.1400,17.4000,119.4000,143.2000,41.7200
4044,1,18.0000,153.0000,9.4500,0.9000,7.0200,7.5600,2.2500
4044,2,16.0000,136.0000,8.4000,0.8000,6.2400,6.7200,2.0000
4044,3,18.0000,153.0000,9.4500,0.9000,7.0200,7.5600,2.2500
4044,4,18.0000,153.0000,9.4500,0.9000,7.0200,7.5600,2.2500
4044,5,18.0000,153.0000,9.4500,0.9000,7.0200,7.5600,2.2500
4044,6,16.0000,136.0000,8.4000,0.8000,6.2400,6.7200,2.0000
4044,7,18.0000,153.0000,9.4500,0.9000,7.0200,7.5600,2.2500
4044,8,18.0000,153.0000,9.4500,0.9000,7.0200,7.5600,2.2500
4044,9,18.0000,153.0000,9.4500,0.9000,7.0200,7.5600,2.2500
4044,10,16.0000,136.0000,8.4600,0.8000,5.7600,6.7200,2.0000
4044,11,16.0000,136.0000,8.4800,0.8000,5.6000,6.7200,2.0000
4044,12,18.0000,153.0000,9.5400,0.9000,6.3000,7.5600,2.2500
5000,1,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
5000,2,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
5000,3,184.0000,1564.0000,97.0600,9.4300,71.5300,77.5100,22.5400
5000,4,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
5000,5,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
5000,6,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
5000,7,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
5000,8,184.0000,1564.0000,97.0600,9.4300,71.5300,77.5100,22.5400
5000,9,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
5000,10,168.0000,1428.0000,88.6200,8.6100,65.3100,70.7700,20.5800
5000,11,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
5000,12,176.0000,1496.0000,92.8400,9.0200,68.4200,74.1400,21.5600
5011,1,2808.0000,24364.0000,1510.5700,146.0800,1113.5200,1207.0500,353.3800
5011,2,2616.0000,22700.0000,1407.4100,136.1000,1037.4800,1124.6100,329.2400
5011,3,2792.0000,24228.0000,1502.1500,145.2600,1058.9800,1200.3100,351.4000
5011,4,2202.0000,20718.0000,1284.3900,124.3500,855.6900,1026.3600,300.4500
5011,5,2276.0000,21426.0000,1328.2800,128.6000,884.9300,1061.4300,310.7200
5011,6,2204.0000,20776.0000,1287.9800,124.7000,858.0800,1029.2200,301.3000
5011,7,2274.0000,21368.0000,1324.6900,128.2500,882.5400,1058.5700,309.8700
5011,8,2278.0000,21484.0000,1331.8700,128.9500,887.3200,1064.2900,311.5700
5011,9,2204.0000,20776.0000,1287.9800,124.7000,858.0800,1029.2200,301.3000
5011,10,2274.0000,21368.0000,1324.6900,128.2500,882.5400,1058.5700,309.8700
5011,11,2204.0000,20776.0000,1287.9800,124.7000,858.0800,1029.2200,301.3000
5011,12,2276.0000,21426.0000,1328.2800,128.6000,884.9300,1061.4300,310.7200
5017,1,1303.7500,12101.7500,750.2400,72.6200,553.0700,599.5400,175.5400
5017,2,1206.7500,11180.7500,693.1400,67.0900,510.9800,553.9200,162.1800
5017,3,1285.5000,11921.5000,739.0600,71.5400,544.8300,590.6200,172.9200
5017,4,1215.5000,11275.5000,699.0200,67.6600,515.3100,558.6100,163.5500
6008,1,252.0000,2142.0000,132.7200,12.8100,88.4100,106.0500,31.2900
6008,2,252.0000,2142.0000,132.7200,12.8100,88.4100,106.0500,31.2900
6008,3,276.0000,2346.0000,145.3600,14.0300,96.8300,116.1500,34.2700
6008,4,252.0000,2142.0000,132.7200,12.8100,88.4100,106.0500,31.2900
6008,5,264.0000,2244.0000,139.0400,13.4200,92.6200,111.1000,32.7800
6008,6,264.0000,2244.0000,139.0400,13.4200,92.6200,111.1000,32.7800
6008,7,252.0000,2142.0000,132.7200,12.8100,88.4100,106.0500,31.2900
6008,8,276.0000,2346.0000,145.3600,14.0300,96.8300,116.1500,34.2700
6008,9,264.0000,2244.0000,139.0400,13.4200,92.6200,111.1000,32.7800
6008,10,252.0000,2142.0000,132.7200,12.8100,88.4100,106.0500,31.2900
6008,11,264.0000,2244.0000,139.0400,13.4200,92.6200,111.1000,32.7800
6008,12,264.0000,2244.0000,139.0400,13.4200,92.6200,111.1000,32.7800
7001,10,336.0000,2856.0000,177.0300,17.2200,118.0200,141.5400,41.1600
7001,11,352.0000,2992.0000,185.4600,18.0400,123.6400,148.2800,43.1200
7001,12,352.0000,2992.0000,185.4600,18.0400,123.6400,148.2800,43.1200
7006,1,36.0000,306.0000,18.9900,1.8000,12.6000,15.1200,4.5000
7006,2,32.0000,272.0000,16.8800,1.6000,11.2000,13.4400,4.0000
7006,3,36.0000,306.0000,18.9900,1.8000,12.6000,15.1200,4.5000
7006,4,32.0000,272.0000,16.8800,1.6000,11.2000,13.4400,4.0000
7006,5,36.0000,306.0000,18.9900,1.8000,12.6000,15.1200,4.5000
7006,6,36.0000,306.0000,18.9900,1.8000,12.6000,15.1200,4.5000
7006,7,36.0000,306.0000,18.9900,1.8000,12.6000,15.1200,4.5000
7006,8,36.0000,306.0000,18.9900,1.8000,12.6000,15.1200,4.5000
7006,9,32.0000,272.0000,16.8800,1.6000,11.2000,13.4400,4.0000
7006,10,36.0000,306.0000,18.9900,1.8000,12.6000,15.1200,4.5000
7006,11,36.0000,306.0000,18.9900,1.8000,12.6000,15.1200,4.5000
7006,12,32.0000,272.0000,16.8800,1.6000,11.2000,13.4400,4.0000
7009,1,84.0000,714.0000,44.3100,4.2000,29.4000,35.2800,10.5000
7009,2,84.0000,714.0000,44.3100,4.2000,29.4000,35.2800,10.5000
7009,3,92.0000,782.0000,48.5300,4.6000,32.2000,38.6400,11.5000
7009,4,84.0000,714.0000,44.3100,4.2000,29.4000,35.2800,10.5000
7009,5,88.0000,748.0000,46.4200,4.4000,30.8000,36.9600,11.0000
7009,6,88.0000,748.0000,46.4200,4.4000,30.8000,36.9600,11.0000
7009,7,84.0000,714.0000,44.3100,4.2000,29.4000,35.2800,10.5000
7009,8,92.0000,782.0000,48.5300,4.6000,32.2000,38.6400,11.5000
7009,9,88.0000,748.0000,46.4200,4.4000,30.8000,36.9600,11.0000
7009,10,168.0000,1428.0000,88.4100,8.6100,59.0100,70.7700,20.5800
7009,11,176.0000,1496.0000,92.6200,9.0200,61.8200,74.1400,21.5600
7009,12,176.0000,1496.0000,92.6200,9.0200,61.8200,74.1400,21.5600
9001,1,241.5000,2052.7500,127.2600,12.3900,84.8400,101.6400,29.6100
9001,2,241.5000,2052.7500,127.2600,12.3900,84.8400,101.6400,29.6100
9001,3,264.5000,2248.2500,139.3800,13.5700,92.9200,111.3200,32.4300
9001,4,241.5000,2052.7500,127.2600,12.3900,84.8400,101.6400,29.6100
9001,5,253.0000,2150.5000,133.3200,12.9800,88.8800,106.4800,31.0200
9001,6,253.0000,2150.5000,133.3200,12.9800,88.8800,106.4800,31.0200
9001,7,241.5000,2052.7500,127.2600,12.3900,84.8400,101.6400,29.6100
9001,8,264.5000,2248.2500,139.3800,13.5700,92.9200,111.3200,32.4300
9001,9,253.0000,2150.5000,133.3200,12.9800,88.8800,106.4800,31.0200
9001,10,241.5000,2052.7500,127.2600,12.3900,84.8400,101.6400,29.6100
9001,11,253.0000,2150.5000,133.3200,12.9800,88.8800,106.4800,31.0200
9001,12,253.0000,2150.5000,133.3200,12.9800,88.8800,106.4800,31.0200
9003,1,117.5000,998.7500,61.8300,5.9000,45.5900,49.4000,14.7300
9003,2,115.0000,977.5000,60.5100,5.7700,44.6200,48.3400,14.4300
9003,3,125.0000,1062.5000,65.7700,6.2700,48.5000,52.5400,15.6900
9003,4,117.5000,998.7500,61.8300,5.9000,45.5900,49.4000,14.7300
9003,5,120.0000,1020.0000,63.1400,6.0200,46.5600,50.4400,15.0600
9003,6,120.0000,1020.0000,63.1400,6.0200,46.5600,50.4400,15.0600
9003,7,117.5000,998.7500,61.8300,5.9000,45.5900,49.4000,14.7300
9003,8,125.0000,1062.5000,65.7700,6.2700,48.5000,52.5400,15.6900
9003,9,122.5000,1041.2500,64.4600,6.1500,47.5300,51.5000,15.3600
9003,10,117.1000,977.5000,60.6800,5.9400,40.4400,48.5100,13.9200
9003,11,122.2000,1020.0000,63.3200,6.2000,42.2000,50.6200,14.5200
9003,12,124.7000,1041.2500,64.6300,6.3200,43.0700,51.6700,14.8500
