MonthlyBudget,Period1,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,Period12,GLAccountNumber,FiscalYear,BudgetType,JobNumber
27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,4021,2016,Other,1056
11.0000,11.0000,12.0000,13.0000,13.0000,14.0000,15.0000,15.0000,16.0000,17.0000,17.0000,18.0000,18.0000,4070,2017,Other,1056
7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,4001,2016,Other,1056
9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,4060,2016,Other,1056
27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,27.0000,4022,2016,Other,1056
14.0000,14.0000,16.0000,19.0000,22.0000,25.0000,28.0000,32.0000,35.0000,39.0000,43.0000,48.0000,52.0000,4022,2017,Other,1056
58.0000,58.0000,58.0000,58.0000,58.0000,58.0000,58.0000,58.0000,58.0000,58.0000,58.0000,58.0000,58.0000,4090,2017,Supplies,1056
58.0000,58.0000,58.0000,58.0000,58.0000,58.0000,58.0000,58.0000,58.0000,58.0000,58.0000,58.0000,58.0000,4090,2016,Supplies,1056
653.0000,653.0000,653.0000,653.0000,653.0000,653.0000,653.0000,653.0000,653.0000,653.0000,653.0000,653.0000,653.0000,4090,2017,Supplies,1057
46.0000,46.0000,55.0000,64.0000,74.0000,84.0000,95.0000,107.0000,120.0000,133.0000,147.0000,162.0000,177.0000,4022,2017,Other,1057
92.0000,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000,4022,2016,Other,1057
31.0000,31.0000,436.0000,436.0000,436.0000,436.0000,436.0000,436.0000,436.0000,436.0000,436.0000,436.0000,436.0000,4060,2016,Other,1057
653.0000,653.0000,653.0000,653.0000,653.0000,653.0000,653.0000,653.0000,653.0000,653.0000,653.0000,653.0000,653.0000,4090,2016,Supplies,1057
38.0000,38.0000,38.0000,38.0000,38.0000,38.0000,38.0000,38.0000,38.0000,38.0000,38.0000,38.0000,38.0000,4001,2016,Other,1057
38.0000,38.0000,40.0000,43.0000,45.0000,47.0000,50.0000,52.0000,54.0000,56.0000,58.0000,61.0000,63.0000,4070,2017,Other,1057
92.0000,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000,4021,2016,Other,1057
33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,4003,2016,Other,1057
7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,4003,2017,Other,1057
265.0000,265.0000,265.0000,265.0000,265.0000,265.0000,265.0000,265.0000,265.0000,266.0000,265.0000,265.0000,265.0000,4020,2016,Sub-contracted Labor,1057
196.0000,196.0000,200.0000,203.0000,204.0000,205.0000,204.0000,203.0000,200.0000,196.0000,191.0000,185.0000,177.0000,4021,2017,Other,1057
159.0000,159.0000,154.0000,149.0000,144.0000,139.0000,134.0000,129.0000,124.0000,120.0000,115.0000,110.0000,105.0000,4020,2017,Sub-contracted Labor,1057
2985.0000,2985.0000,2973.0000,2960.0000,2948.0000,2935.0000,2923.0000,2910.0000,2898.0000,2885.0000,2873.0000,2860.0000,2848.0000,4000,2017,Other,1057
10.0000,10.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,4003,2017,Other,1058
3809.0000,3809.0000,3793.0000,3777.0000,3761.0000,3745.0000,3729.0000,3713.0000,3697.0000,3681.0000,3665.0000,3649.0000,3633.0000,4000,2017,Other,1058
250.0000,250.0000,255.0000,259.0000,261.0000,262.0000,261.0000,259.0000,255.0000,250.0000,243.0000,235.0000,226.0000,4021,2017,Other,1058
202.0000,202.0000,196.0000,190.0000,184.0000,177.0000,171.0000,165.0000,159.0000,152.0000,146.0000,140.0000,134.0000,4020,2017,Sub-contracted Labor,1058
24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,24.0000,4003,2016,Other,1058
117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,4021,2016,Other,1058
48.0000,48.0000,51.0000,54.0000,57.0000,60.0000,63.0000,66.0000,69.0000,72.0000,75.0000,77.0000,80.0000,4070,2017,Other,1058
28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,4001,2016,Other,1058
39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,4060,2016,Other,1058
117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,117.0000,4022,2016,Other,1058
59.0000,59.0000,70.0000,81.0000,94.0000,107.0000,122.0000,137.0000,153.0000,170.0000,188.0000,206.0000,226.0000,4022,2017,Other,1058
205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,4090,2017,Supplies,1058
205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,4090,2016,Supplies,1058
85.0000,85.0000,85.0000,85.0000,85.0000,85.0000,85.0000,85.0000,85.0000,85.0000,85.0000,85.0000,85.0000,4090,2016,Supplies,1060
85.0000,85.0000,85.0000,85.0000,85.0000,85.0000,85.0000,85.0000,85.0000,85.0000,85.0000,85.0000,85.0000,4090,2017,Supplies,1060
21.0000,21.0000,23.0000,26.0000,28.0000,30.0000,33.0000,35.0000,39.0000,43.0000,47.0000,52.0000,57.0000,4022,2017,Other,1060
33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,4022,2016,Other,1060
11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,4060,2016,Other,1060
12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,12.0000,4001,2016,Other,1060
17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000,8.0000,19.0000,20.0000,20.0000,4070,2017,Other,1060
33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,4021,2016,Other,1060
10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,4003,2016,Other,1060
51.0000,51.0000,50.0000,58.0000,56.0000,45.0000,43.0000,42.0000,40.0000,39.0000,37.0000,35.0000,34.0000,4020,2017,Sub-contracted Labor,1060
90.0000,90.0000,96.0000,82.0000,78.0000,74.0000,70.0000,66.0000,64.0000,63.0000,62.0000,60.0000,57.0000,4021,2017,Other,1060
963.0000,963.0000,959.0000,955.0000,951.0000,947.0000,943.0000,939.0000,935.0000,931.0000,927.0000,923.0000,919.0000,4000,2017,Other,1060
2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,4003,2017,Other,1060
3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,4003,2017,Other,1061
1229.0000,1229.0000,1224.0000,1219.0000,1214.0000,1209.0000,1204.0000,1198.0000,1193.0000,1188.0000,1183.0000,1178.0000,1173.0000,4000,2017,Other,1061
232.0000,232.0000,222.0000,212.0000,202.0000,192.0000,182.0000,172.0000,162.0000,151.0000,141.0000,131.0000,121.0000,4021,2017,Other,1061
65.0000,65.0000,63.0000,61.0000,59.0000,57.0000,55.0000,53.0000,51.0000,49.0000,47.0000,48.0000,43.0000,4020,2017,Sub-contracted Labor,1061
6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,4003,2016,Other,1061
41.0000,41.0000,584.0000,584.0000,584.0000,584.0000,584.0000,584.0000,584.0000,584.0000,584.0000,584.0000,584.0000,4021,2016,Other,1061
45.0000,45.0000,45.0000,45.0000,44.0000,44.0000,44.0000,44.0000,44.0000,43.0000,43.0000,43.0000,43.0000,4070,2017,Other,1061
7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,4001,2016,Other,1061
14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,14.0000,4060,2016,Other,1061
41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,41.0000,4022,2016,Other,1061
55.0000,55.0000,61.0000,67.0000,73.0000,79.0000,85.0000,91.0000,97.0000,103.0000,109.0000,115.0000,121.0000,4022,2017,Other,1061
296.0000,296.0000,296.0000,296.0000,296.0000,296.0000,296.0000,296.0000,296.0000,296.0000,296.0000,296.0000,296.0000,4090,2017,Supplies,1061
296.0000,296.0000,296.0000,296.0000,296.0000,296.0000,296.0000,296.0000,296.0000,296.0000,296.0000,296.0000,296.0000,4090,2016,Supplies,1061
33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,33.0000,4090,2016,Supplies,1062
36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,4090,2017,Supplies,1063
36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,36.0000,4090,2016,Supplies,1063
7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,4060,2016,Other,1065
70.0000,70.0000,70.0000,70.0000,70.0000,70.0000,70.0000,70.0000,70.0000,70.0000,70.0000,70.0000,70.0000,4090,2016,Supplies,1065
70.0000,70.0000,70.0000,70.0000,70.0000,70.0000,70.0000,70.0000,70.0000,70.0000,70.0000,70.0000,70.0000,4090,2017,Supplies,1065
22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,4022,2016,Other,1065
22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,22.0000,4021,2016,Other,1065
5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,4003,2016,Other,1065
100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,4003,2016,Other,1066
584.0000,584.0000,584.0000,584.0000,584.0000,584.0000,584.0000,584.0000,584.0000,584.0000,584.0000,584.0000,584.0000,4020,2016,Sub-contracted Labor,1066
202.0000,202.0000,202.0000,202.0000,202.0000,202.0000,202.0000,202.0000,202.0000,202.0000,202.0000,202.0000,202.0000,4021,2016,Other,1066
202.0000,202.0000,202.0000,202.0000,202.0000,202.0000,202.0000,202.0000,202.0000,202.0000,202.0000,202.0000,202.0000,4022,2016,Other,1066
1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,4090,2017,Supplies,1066
1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,1222.0000,4090,2016,Supplies,1066
67.0000,67.0000,67.0000,67.0000,67.0000,67.0000,67.0000,67.0000,67.0000,67.0000,67.0000,67.0000,67.0000,4060,2016,Other,1066
116.0000,116.0000,116.0000,116.0000,116.0000,116.0000,116.0000,116.0000,116.0000,116.0000,116.0000,116.0000,116.0000,4001,2016,Other,1066
3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,4001,2016,Other,1067
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4090,2016,Supplies,1067
3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,4003,2016,Other,1067
4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4003,2016,Other,1068
19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,4021,2016,Other,1068
50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,4090,2016,Supplies,1068
50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,4090,2017,Supplies,1068
19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000,4022,2016,Other,1068
6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,4060,2016,Other,1068
9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,9.0000,4060,2016,Other,1069
50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,4090,2016,Supplies,1069
7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,4001,2016,Other,1069
11.0000,11.0000,12.0000,13.0000,13.0000,14.0000,15.0000,15.0000,16.0000,17.0000,17.0000,18.0000,19.0000,4070,2017,Other,1069
28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,4022,2016,Other,1069
50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,4090,2017,Supplies,1069
14.0000,14.0000,16.0000,19.0000,22.0000,25.0000,28.0000,32.0000,36.0000,40.0000,44.0000,48.0000,53.0000,4022,2017,Other,1069
28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,28.0000,4021,2016,Other,1069
6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,4003,2016,Other,1069
47.0000,47.0000,46.0000,44.0000,43.0000,42.0000,40.0000,39.0000,37.0000,36.0000,34.0000,33.0000,31.0000,4020,2017,Sub-contracted Labor,1069
58.0000,58.0000,60.0000,61.0000,61.0000,61.0000,61.0000,61.0000,60.0000,58.0000,57.0000,55.0000,53.0000,4021,2017,Other,1069
891.0000,891.0000,887.0000,884.0000,880.0000,876.0000,872.0000,869.0000,865.0000,861.0000,858.0000,854.0000,850.0000,4000,2017,Other,1069
2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,4003,2017,Other,1069
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4003,2017,Other,1070
337.0000,337.0000,335.0000,334.0000,332.0000,331.0000,330.0000,328.0000,327.0000,325.0000,324.0000,323.0000,322.0000,4000,2017,Other,1070
22.0000,22.0000,23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,23.0000,22.0000,22.0000,21.0000,20.0000,4021,2017,Other,1070
18.0000,18.0000,17.0000,17.0000,16.0000,16.0000,15.0000,15.0000,14.0000,13.0000,13.0000,12.0000,12.0000,4020,2017,Sub-contracted Labor,1070
3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,4003,2016,Other,1070
5.0000,5.0000,6.0000,7.0000,8.0000,9.0000,11.0000,12.0000,14.0000,15.0000,17.0000,18.0000,20.0000,4022,2017,Other,1070
40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,4090,2017,Supplies,1070
40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000,4090,2016,Supplies,1070
11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,4022,2016,Other,1070
4.0000,4.0000,5.0000,5.0000,5.0000,5.0000,6.0000,6.0000,6.0000,6.0000,7.0000,7.0000,7.0000,4070,2017,Other,1070
4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4060,2016,Other,1070
7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,4001,2016,Other,1071
11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000,4060,2016,Other,1071
32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,4022,2016,Other,1071
138.0000,138.0000,138.0000,138.0000,138.0000,138.0000,138.0000,138.0000,138.0000,138.0000,138.0000,138.0000,138.0000,4090,2016,Supplies,1071
138.0000,138.0000,138.0000,138.0000,138.0000,138.0000,138.0000,138.0000,138.0000,138.0000,138.0000,138.0000,138.0000,4090,2017,Supplies,1071
6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000,4003,2016,Other,1071
32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,4021,2016,Other,1071
7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,4021,2016,Other,1072
4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4003,2016,Other,1072
97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,4090,2017,Supplies,1072
4.0000,4.0000,5.0000,5.0000,6.0000,6.0000,7.0000,7.0000,8.0000,9.0000,10.0000,11.0000,12.0000,4022,2017,Other,1072
97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,97.0000,4090,2016,Supplies,1072
7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,4022,2016,Other,1072
2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,4060,2016,Other,1072
5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,4001,2016,Other,1072
3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4070,2017,Other,1072
200.0000,200.0000,199.0000,198.0000,197.0000,197.0000,196.0000,195.0000,194.0000,193.0000,192.0000,192.0000,191.0000,4000,2017,Other,1072
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4003,2017,Other,1072
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4001,2016,Other,1073
2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,4060,2016,Other,1073
5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,4022,2016,Other,1073
20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,4090,2016,Supplies,1073
20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,4090,2017,Supplies,1073
5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,4021,2016,Other,1073
13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,4021,2016,Other,1074
3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,4003,2016,Other,1074
20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,4090,2017,Supplies,1074
20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,4090,2016,Supplies,1074
13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,4022,2016,Other,1074
4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4060,2016,Other,1074
2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,4060,2016,Other,1075
25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,4090,2016,Supplies,1075
7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,4022,2016,Other,1075
25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,4090,2017,Supplies,1075
7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,4021,2016,Other,1075
4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4003,2016,Other,1076
16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,4021,2016,Other,1076
16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,4022,2016,Other,1076
5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,4060,2016,Other,1076
75.0000,75.0000,75.0000,75.0000,75.0000,75.0000,75.0000,75.0000,75.0000,75.0000,75.0000,75.0000,75.0000,4090,2016,Supplies,1077
4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4060,2016,Other,1077
13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,4022,2016,Other,1077
75.0000,75.0000,75.0000,75.0000,75.0000,75.0000,75.0000,75.0000,75.0000,75.0000,75.0000,75.0000,75.0000,4090,2017,Supplies,1077
3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,4003,2016,Other,1077
13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,13.0000,4021,2016,Other,1077
10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,4003,2016,Other,1078
